1.0, I got 2 flu shots I am October and I am feeling like death over here
1.0, Getting sick. I think it is flu. But I will be fine.
1.0,"Retweet I am at the doctors,and i am gonna get a flu shot Scared"
1.0, nope I got my flu shot I am good as can be 🙂 
1.0,My arm hurts so bad. Stupid flu shot 
1.0, Takes Flu Shot and Gets Sick Ten Days Later big pharma fails again
1.0,"got the flu bad, sorry if I am long getting back to you. Not feeling too good at all....."
1.0,My mom made an appointment to get our flu shots but i am already sick sooo
1.0,At the Cochrane Wellness Fair today I got a Flu shot and I found out that my blood type is A . I 
1.0,This doctor who is about to give me a Flu shot looks like a legit model omG 
1.0,"Nooo!it is not possible to catch flu and yet u ' ve bn vaccinated ,right?..this of bit of a runny nose this a.m is really freaking me out 😕 "
1.0,Paralyzed Flu Shot Victim Awarded dollar 11 Million in Damages flu shot victim awarded 11 million in damages 
1.0,My cold is getting the best of me! Ughh drinking Thera Flu with an english muffin. Hopefully i will feel better soon 😕 
1.0,"Dare you cause a scene RT I came to the doctor just for a flu shot and been in here forever now, just call my name already"
1.0,Kris Jenner had her flu shot put in her ass y
1.0,after my flu shot i asked for a lollipop...yes i am still 5 years old
1.0, I get 1 every yr also sept or oct. Flu season started already shot takes 2 wks 4 immunity to kick in. So early is better.
1.0,they gave me my hep b shot in one arm and my flu shot in the other and I am waiting for them to meet in the middle and give me powers
1.0,Judging by all the news about the flu outbreak I am very happy I got my flu shot like 2 months ago thank god i cannot get sick knock on wood
1.0,This flu shot got my arm killing me
1.0,Awww feel like crap 🙁 flu is getting me 🙁 sooo hungry aswell 
1.0,I had to get the flu shot so my brother would not get sick and I can not remember the last nice thing he is done for me
1.0," I do not know what it is, but it is making me feel vindicated in getting my flu shot really early this year."
1.0,Bout to get a flu shot 
1.0,My arm hurts like a bitch from that flu shot
1.0,Got my flu shot today and it feels like someone punched me in my arm is it working
1.0,I am about to pay for a flu shot rn
1.0,"I think I have the tweetypig virus.. You know, the swine and bird flu all in one. I am going back to bed. Let automation do it."
1.0,"do not feel great. Wondering if it is swine flu, bird flu or Rockin ' Pneumonia Boogie Woogie Flu."
1.0,I have come to accept the only way I will have a big butt and boobs is if I get surgery and fuck that I could barely take flu shot 
1.0,"Thank you, Mercy, for providing free flu shots for us this afternoon!!! "
1.0,My arm is actually sore from my flu shot 
1.0," I am getting it, the decision was which one to get this WEEK. 😛 Which turned out to be neither since I have flu. 🙁 "
1.0,ouuuuu daaamn! the flu is just getting over and i am completely soaked!! xO is raining like hell at the Carretera nacional 😛 jajajaja 😀 
1.0,my flu shot arm hurts like a bitch 
1.0,Just got my flu shot mommy lollipops 4 days
1.0, prob swine flu. Nothing to worry about.
1.0,"Realfarmacy Flu shot kills 19 year old, but vaccine industry still has total immunity agains... by resonanzen.ch"
1.0,i got a flu shot three hours ago it already feels like my arm is about to fALL OFF
1.0,I already had enough sleep todayy.. My flu is still the samee.. Yet my massive headache is getting worstt.. 
1.0,Finally getting my flu shot 
1.0,People are getting flu. And so am I. I am feeling it right now.. Hope I can survive the flu while keep working if I really got hit by d flu 
1.0," Not sure I feel like I do low grade fever, nausea, etc. but I had the flu shot this has happened for the past 3 weeks, then goes"
1.0, Definitely glad it is not ebola or flu. I just kicked a cold. Gotta get my flu shot I delayed till post surgery .
1.0, I hate needles. Wanna see a big ol fella turn into a 6 year old girl? Come watch me get my flu shot lol
